PersonId,Gender,DateOfBirth,SeekingCounselors,HighSchool,City,State,ZipCode,RaceEthnicity,ParentEduLevel
20138,female,2002-08-25,0,Huron High School,ANN ARBOR,MI,48105,Asian,high school
20139,female,2002-08-24,0,Mounds View High School,ARDEN HILLS,MN,55112,white,bachelor degree
20140,male,2002-08-23,1,Lower Merion High School,ARDMORE,PA,19003,white,associate degree
20141,female,2002-08-22,1,Plainview High School,ARDMORE,OK,73401,Black or African American,bachelor degree
20142,female,2002-08-21,1,John Hersey High School,ARLINGTON HEIGHTS,IL,60004,white,high school
20143,female,2002-08-20,1,Upper Arlington High School,ARLINGTON,OH,43221,Hispanic,high school
20144,female,2002-08-19,1,Arlington Memorial School,ARLINGTON,VT,5250,white,high school
20145,female,2002-08-18,1,Ralston Valley Senior High School,ARVADA,CO,80005,American Indian or Alaska Native,bachelor degree
20146,female,2002-08-17,0,Briar Woods High,ASHBURN,VA,20148,white,bachelor degree
20147,female,2002-08-16,1,Ashland High School,ASHLAND,MA,1721,white,bachelor degree
20148,female,2002-08-15,0,Ashland High School,ASHLAND,OR,97520,Pacific Islander,bachelor degree
20149,female,2002-08-14,1,Atascadero High School,ATASCADERO,CA,93422,white,bachelor degree
20150,female,2002-08-13,0,Athens High School,ATHENS,AL,35611,Black or African American,high school
20151,female,2002-08-12,0,Auburn High School,AUBURN,AL,36830,Hispanic,bachelor degree
20152,male,2002-08-11,1,Johnson Magnet,AUGUSTA,GA,30901,white,associate degree
20153,male,2002-08-10,0,Aurora High School,AURORA,OH,44202,Hispanic,bachelor degree
20154,female,2002-08-09,1,Liberal Arts & Science Academy (LASA),AUSTIN,TX,78724,white,associate degree
20155,female,2002-08-08,1,Westwood High School,AUSTIN,TX,78750,Hispanic,high school
20156,female,2002-08-07,0,Bowie High School,AUSTIN,TX,78749,Black or African American,high school
20157,female,2002-08-06,1,Los Altos High School,HACIENDA HEIGHTS,CA,91745,white,bachelor degree
20158,female,2002-08-05,0,Dunellen High School,DUNELLEN,NJ,8812,Black or African American,high school
20159,female,2002-08-04,0,Riverdale High School,RIVERDALE,CA,93656,white,high school
20160,female,2002-08-03,1,Esperanza Academy Charter High School,PHILADELPHIA,PA,19140,white,bachelor degree
20161,female,2002-08-02,0,Middle Creek High,APEX,NC,27539,Black or African American,associate degree
20162,female,2002-08-01,0,Avon High School,AVON,CT,6001,white,high school
20163,female,2002-07-31,0,Avon Lake High School,AVON LAKE,OH,44012,white,bachelor degree
20164,female,2002-07-30,1,Thunderbird High School,PHOENIX,AZ,85023,Hispanic,bachelor degree
20165,female,2002-07-29,1,Amerischools College Preparatory Academy -​ Tucson,TUCSON,AZ,85710,Black or African American,high school
20166,female,2002-07-28,1,Sunnyslope High School,PHOENIX,AZ,85021,Black or African American,high school
20167,female,2002-07-27,1,Bad Axe High School,BAD AXE,MI,48413,Hispanic,bachelor degree
20168,female,2002-07-26,1,Platte Canyon High School,BAILEY,CO,80421,Black or African American,high school
20169,male,2002-07-25,1,Stockdale High School,BAKERSFIELD,CA,93311,white,high school
20170,female,2002-07-24,0,Parkville High & Center For Math/​Science,BALTIMORE,MD,21234,white,master degree
20171,female,2002-07-23,1,Diamond Bar High School,DIAMOND BAR,CA,91765,white,associate degree
20172,female,2002-07-22,0,San Marcos Senior High,SANTA BARBARA,CA,93110,Hispanic,associate degree
20173,female,2002-07-21,1,Bardstown High School,BARDSTOWN,KY,40004,American Indian or Alaska Native,high school
20174,female,2002-07-20,0,Barrington High School,BARRINGTON,IL,60010,Black or African American,master degree
20175,female,2002-07-19,0,Ridge High School,BASKING RIDGE,NJ,7920,Hispanic,bachelor degree
20176,female,2002-07-18,1,Lake Of The Woods Secondary,BAUDETTE,MN,56623,Hispanic,doctor degree
20177,male,2002-07-17,0,Granite Bay High,GRANITE BAY,CA,95746,white,bachelor degree
20178,male,2002-07-16,1,Preble High,GREEN BAY,WI,54302,white,bachelor degree
20179,female,2002-07-15,1,Southwest High,GREEN BAY,WI,54304,white,high school
20180,female,2002-07-14,0,Morro Bay High School,MORRO BAY,CA,93442,Hispanic,high school
20181,female,2002-07-13,1,Bayside High School,BAYSIDE,NY,11361,white,associate degree
20182,female,2002-07-12,0,King International,HILLSBORO,WI,54634,white,associate degree
20183,female,2002-07-11,0,Carmen High And Technology,HOLMEN,WI,54636,white,associate degree
20184,female,2002-07-10,1,Milwaukee School of Languages,JANESVILLE,WI,53545,Hispanic,high school
20185,female,2002-07-09,0,West High,JANESVILLE,WI,53548,Hispanic,doctor degree
20186,female,2002-07-08,0,Platteville High,LAKE,WI,54005,white,associate degree
20187,female,2002-07-07,0,Lakeview Technology Academy,LANCASTER,WI,53813,white,bachelor degree
20188,female,2002-07-06,1,Prairie Du Chien High,MARSHFIELD,WI,54449,white,high school
20189,female,2002-07-05,1,Rosholt High,MENOMONIE,WI,54751,white,bachelor degree
20190,female,2002-07-04,1,Shorewood High,MILWAUKEE,WI,53209,white,associate degree
20191,female,2002-07-03,1,North Crawford High,MILWAUKEE,WI,53215,Hispanic,bachelor degree
20192,female,2002-07-02,1,Spring Valley High,MILWAUKEE,WI,53222,Hispanic,high school
20193,female,2002-07-01,1,Pulaski High,OSHKOSH,WI,54902,white,bachelor degree
20194,female,2002-06-30,0,East Troy High,PHILLIPS,WI,54555,white,high school
20195,female,2002-06-29,1,West High,PLATTEVILLE,WI,53818,Black or African American,master degree
20196,female,2002-06-28,0,Wausaukee High,PRAIRIE,WI,53158,white,master degree
20197,male,2002-06-27,1,Webster High,PULASKI,WI,54162,white,doctor degree
20198,female,2002-06-26,0,West High,ROSHOLT,WI,54473,white,master degree
20199,female,2002-06-25,0,Nathan Hale High,SENECA,WI,54654,Black or African American,high school
20200,female,2002-06-24,1,Germantown High,SHOREWOOD,WI,53211,Black or African American,high school
20201,male,2002-06-23,0,Seneca High,SOLDIERS GROVE,WI,54655,white,associate degree
20202,female,2002-06-22,1,Fennimore High,SPRING VALLEY,WI,54767,white,high school
20203,female,2002-06-21,1,Holmen High,VIROQUA,WI,54665,white,associate degree
20204,female,2002-06-20,0,Phillips High,WAUSAU,WI,54401,white,associate degree
20205,male,2002-06-19,1,Crivitz High,WAUSAUKEE,WI,54177,Hispanic,bachelor degree
20206,female,2002-06-18,0,Wrightstown High,WEBSTER,WI,54893,white,associate degree
20207,female,2002-06-17,0,Viroqua High,WEST ALLIS,WI,53227,white,high school
20208,male,2002-06-16,1,Auburndale High,WEST BEND,WI,53095,Black or African American,associate degree
20209,female,2002-06-15,0,Hillsboro High,WRIGHTSTOWN,WI,54180,Black or African American,bachelor degree
20210,female,2002-06-14,0,George Washington High School,BRIDGEPORT,WV,26330,white,associate degree
20211,female,2002-06-13,0,Fairmont Senior High School,CHARLESTON,WV,25314,white,doctor degree
20212,female,2002-06-12,1,Hurricane High School,FAIRMONT,WV,26554,Hispanic,doctor degree
20213,female,2002-06-11,1,University High School,HURRICANE,WV,25526,white,doctor degree
20214,female,2002-06-10,1,Morgantown High School,MORGANTOWN,WV,26505,white,high school
20215,female,2002-06-09,1,Bridgeport High School,MORGANTOWN,WV,26505,Hispanic,master degree
20216,male,2002-06-08,1,Jackson Hole High School,JACKSON,WY,83001,white,bachelor degree
20217,female,2002-06-07,1,Sheridan High School,SHERIDAN,WY,82801,Black or African American,high school
20218,female,2002-06-06,0,Colony High School,CHUGIAK,AK,99567,white,high school
20219,female,2002-06-05,1,Homer High School,HOMER,AK,99603,white,bachelor degree
20220,female,2002-06-04,0,Chugiak High School,PALMER,AK,99645,white,high school
20221,female,2002-06-02,1,Ramsay High School,BIRMINGHAM,AL,35205,white,bachelor degree
20222,female,2002-06-03,0,Mountain Brook High School,HEFLIN,AL,36264,white,bachelor degree
20223,female,2002-06-01,0,Cleburne County High School,HOMEWOOD,AL,35209,white,high school
20224,female,2002-05-31,1,Homewood High School,HUNTSVILLE,AL,35802,white,high school
20225,male,2002-10-03,0,Virgil Grissom High School,MOBILE,AL,36606,white,bachelor degree
20226,female,2002-10-04,1,Murphy High School,MONTGOMERY,AL,36108,Black or African American,master degree
20227,male,2002-10-13,1,Loveless Academic Magnet Program High School,MONTGOMERY,AL,36104,white,high school
20228,female,2002-10-12,0,Booker T Washington Magnet High School,Mountain Brook,AL,35223,American Indian or Alaska Native,high school
20229,female,2002-10-11,1,Vestavia Hills High School,Vestavia Hills,AL,35216,white,master degree
20230,female,2002-10-10,0,Bentonville High School,BENTONVILLE,AR,72712,Asian,high school
20231,female,2002-10-09,0,Concord High School,CONCORD,AR,72523,Black or African American,bachelor degree
20232,female,2002-10-08,1,Eureka Springs High School,Eureka Springs,AR,72632,Pacific Islander,bachelor degree
20233,female,2002-10-07,0,Haas Hall Academy,FAYETTEVILLE,AR,72703,Hispanic,doctor degree
20234,female,2002-10-06,0,Greenbrier High School,GREENBRIER,AR,72058,Hispanic,doctor degree
20235,female,2002-10-05,0,West Side High School,Greers Ferry,AR,72067,white,doctor degree
20236,female,2002-11-12,1,Hamburg High School,HAMBURG,AR,71646,white,doctor degree
20237,female,2002-11-11,1,Heber Springs High School,Heber Springs,AR,72543,white,doctor degree
20238,female,2002-11-10,1,Jessieville High School,JESSIEVILLE,AR,71949,white,doctor degree
20239,female,2002-11-09,1,Lincoln High School,LINCOLN,AR,72744,Hispanic,doctor degree
20240,female,2002-11-08,1,Mccrory High School,MCCRORY,AR,72101,white,doctor degree
20241,female,2002-11-07,1,Mt. Vernon/​Enola High School,MT VERNON,AR,72111,white,doctor degree
20242,female,2002-11-06,0,Paris High School,PARIS,AR,72855,white,doctor degree
20243,female,2002-11-05,1,Rogers Heritage High School,ROGERS,AR,72756,white,doctor degree
20244,female,2002-11-04,0,Rogers High School,ROGERS,AR,72758,Hispanic,doctor degree
20245,female,2002-11-03,1,Scranton High School,SCRANTON,AR,72863,white,doctor degree
20246,female,2002-11-02,0,Valley Springs High School,Siloam Springs,AR,72761,Hispanic,doctor degree
20247,female,2002-11-01,0,Siloam Springs High School,Valley Springs,AR,72682,white,doctor degree
20248,female,2002-10-31,1,Casa Grande Union High School,ANTHEM,AZ,85086,white,doctor degree
20249,female,2002-10-30,0,Hamilton High School,Casa Grande�,AZ,85222,American Indian or Alaska Native,doctor degree
20250,female,2002-10-29,1,Chandler High School,CHANDLER,AZ,85248,Pacific Islander,doctor degree
20251,female,2002-10-28,1,Cienega High School,CHANDLER,AZ,85225,Hispanic,doctor degree
20252,female,2002-10-27,0,Basha High School,CHANDLER,AZ,85249,white,doctor degree
20253,female,2002-10-26,1,Northland Preparatory Academy,FLAGSTAFF,AZ,86004,white,doctor degree
20254,female,2002-10-25,0,Flagstaff High School,FLAGSTAFF,AZ,86001,white,doctor degree
20255,female,2002-10-24,0,Gilbert Classical Academy High School,FLAGSTAFF,AZ,86001,white,doctor degree
20256,male,2002-10-23,1,Highland High School,GILBERT,AZ,85234,Black or African American,doctor degree
20257,female,2002-10-22,0,Mesquite High School,GILBERT,AZ,85234,American Indian or Alaska Native,bachelor degree
20258,female,2002-10-21,0,Mountain Ridge High School,GILBERT,AZ,85233,white,associate degree
20259,female,2002-10-20,0,Sandra Day O'Connor High School,GILBERT,AZ,85296,white,bachelor degree
20260,female,2002-10-19,1,Apollo High School,GLENDALE,AZ,85310,Hispanic,high school
20261,female,2002-10-18,1,Williams Field High School,GLENDALE,AZ,85310,white,bachelor degree
20262,female,2002-10-17,1,Mountain View High School,GLENDALE,AZ,85302,white,high school
20263,female,2002-10-16,1,Canyon Del Oro High School,HIGLEY,AZ,85236,white,associate degree
20264,female,2002-10-15,1,Boulder Creek High School,MESA,AZ,85213,white,high school
20265,female,2002-10-14,1,Pinnacle High School,Oro Valley,AZ,85704,American Indian or Alaska Native,bachelor degree
20266,female,2002-11-13,0,Horizon Community Learning Center,PHOENIX,AZ,85050,Black or African American,associate degree
20267,female,2002-11-14,1,North Pointe Preparatory,PHOENIX,AZ,85048,white,associate degree
20268,female,2002-11-26,0,Washington High School,PHOENIX,AZ,85051,Pacific Islander,high school
20269,female,2002-11-25,1,Desert Vista High School,PHOENIX,AZ,85021,white,associate degree
20270,female,2002-11-24,0,South Ridge High School,PHOENIX,AZ,85048,white,high school
20271,female,2002-11-23,0,Prescott High School,PHOENIX,AZ,85043,Black or African American,high school
20272,female,2002-11-22,1,Flagstaff Arts and Leadership Academy,PHOENIX,AZ,85018,white,high school
20273,female,2002-11-21,0,Arcadia High School,PRESCOTT,AZ,86301,white,high school
20274,female,2002-11-20,1,Perry High School,Rio Rico,AZ,85648,Hispanic,bachelor degree
20275,female,2002-11-19,1,Flowing Wells High School,SCOTTSDALE,AZ,85259,white,master degree
20276,female,2002-11-18,0,Rio Rico High School,SCOTTSDALE,AZ,85253,white,high school
20277,female,2002-11-17,1,BASIS Scottsdale,SCOTTSDALE,AZ,85259,Black or African American,bachelor degree
20278,female,2002-11-16,0,Chaparral High School,SCOTTSDALE,AZ,85254,white,high school
20279,female,2002-11-15,0,Desert Mountain High School,TEMPE,AZ,85284,Black or African American,associate degree
20280,female,2002-11-27,1,Horizon High School,TOLLESON,AZ,85353,white,associate degree
20281,female,2002-11-28,0,University High School,TUCSON,AZ,85705,white,bachelor degree
20282,female,2002-12-04,0,Corona Del Sol High School,TUCSON,AZ,85716,white,associate degree
20283,female,2002-12-03,0,BASIS Tucson,TUCSON,AZ,85711,Black or African American,bachelor degree
20284,female,2002-12-02,1,University High School,TUCSON,AZ,85741,Hispanic,master degree
20285,female,2002-12-01,1,Sonoran Science Academy Tucson,TUCSON,AZ,85718,Black or African American,associate degree
20286,female,2002-11-30,1,Catalina Foothills High School,TUCSON,AZ,85749,white,bachelor degree
20287,female,2002-11-29,1,Sabino High School,TUCSON,AZ,85742,white,bachelor degree
20288,female,2002-12-07,1,Ironwood Ridge High School,TUCSON,AZ,85710,white,high school
20289,female,2002-12-06,1,Sahuaro High School,TUCSON,AZ,85602,white,bachelor degree
20290,female,2002-12-05,0,Empire High School,VAIL,AZ,85641,white,associate degree
20291,male,2002-12-08,1,Corona del Mar High School,ALAMEDA,CA,94501,Black or African American,high school
20292,female,2002-12-12,0,Laguna Beach High School,ANA,CA,92701,Hispanic,associate degree
20293,male,2002-12-11,1,Newport Harbor High School,ANA,CA,92704,white,bachelor degree
20294,female,2002-12-10,0,Redondo Union High,ANGELES,CA,90015,white,high school
20295,female,2002-12-09,0,Mar Vista Senior High School,ANGELES,CA,90035,white,high school
20296,female,2002-12-13,1,Marina High School,ANGELES,CA,90032,white,bachelor degree
20297,male,2002-12-14,0,Huntington Beach High School,ANGELES,CA,90033,white,bachelor degree
20298,female,2002-12-19,1,Ocean View High School,ANGELES,CA,90007,white,high school
20299,female,2002-12-18,1,Millikan Senior High,ANGELES,CA,90023,Hispanic,associate degree
20300,female,2002-12-17,0,Big Bear High School,ANGELES,CA,90012,Black or African American,high school
20301,male,2002-12-15,1,Beaumont Senior High School,ANGELES,CA,90037,Black or African American,high school
20302,female,2002-12-16,0,Bellflower High,ANGELES,CA,90004,Hispanic,associate degree
20303,female,2002-12-23,0,Burbank High School,ANGELES,CA,90031,white,bachelor degree
20304,female,2002-12-22,1,Oxford Academy,ANGELES,CA,90043,white,high school
20305,female,2002-12-21,0,Whitney High School,ANGELES,CA,90012,Black or African American,high school
